"invoiceNo","channel","customer","product","category","price","datetime","quantity","amount","category2","cost"
"N22706","s2","c3315","p6125","kind6",160,2017-02-23 15:59:47,3,0,"sub3",35
"N22728","s2","c3325","p6125","kind6",160,2017-02-20 20:46:14,2,0,"sub3",35
"N22729","s2","c5343","p6125","kind6",160,2017-02-10 20:20:28,2,0,"sub3",35
"N22730","s2","c2940","p6401","kind6",1290,2017-02-01 14:57:59,1,979,"sub2",645
"N22731","s2","c5344","p6402","kind6",1090,2017-02-20 14:42:41,1,826,"sub2",545
"N22732","s2","c5345","p6403","kind6",990,2017-02-28 14:53:36,1,750,"sub2",495
"N22733","s2","c3444","p5331","kind6",1390,2017-02-01 21:19:03,1,1055,"sub2",695
"N22732","s2","c5345","p582","kind6",990,2017-02-28 14:45:57,1,750,"sub2",495
"N22734","s2","c5346","p6125","kind6",160,2017-02-13 15:40:48,1,0,"sub3",35
"N22649","s2","c2940","p6125","kind6",160,2017-02-05 17:03:02,1,0,"sub3",35
"N22726","s2","c653","p191","kind6",1480,2017-02-05 14:16:34,1,1121,"sub1",740
"N22649","s2","c2940","p6125","kind6",160,2017-02-05 17:17:37,1,0,"sub3",35
"N22735","s2","c5347","p6215","kind6",1450,2017-02-14 19:19:32,1,1100,"sub2",725
"N22731","s2","c5344","p6258","kind6",1190,2017-02-20 14:37:43,1,904,"sub2",595
"N22736","s2","c2791","p6258","kind6",1190,2017-02-19 21:09:27,1,904,"sub2",595
"N22737","s2","c2940","p5330","kind6",1290,2017-02-28 21:24:10,1,979,"sub2",645
"N22738","s2","c5105","p3989","kind6",130,2017-02-28 19:43:38,1,94,"sub3",60
"N22733","s2","c3444","p5331","kind6",1390,2017-02-01 21:13:33,1,1055,"sub2",695
"N22725","s2","c3785","p3989","kind6",130,2017-02-01 15:05:37,1,94,"sub3",60
"N22739","s2","c2940","p3989","kind6",130,2017-02-27 18:35:43,1,99,"sub3",60
"N22740","s2","c617","p5571","kind4",2980,2017-02-01 13:20:49,1,1490,"sub4",924
"N22740","s2","c617","p5571","kind4",1980,2017-02-01 13:23:44,1,990,"sub4",614
"N22740","s2","c617","p6404","kind4",2580,2017-02-01 13:33:45,1,1290,"sub4",800
"N22707","s2","c822","p191","kind48",1680,2017-02-19 16:10:12,1,1270,"sub2",924
"N22467","s2","c5284","p191","kind40",2580,2017-02-24 16:58:41,1,2193,"sub2",1419
"N22741","s2","c2940","p191","kind48",1480,2017-02-28 21:19:02,1,1120,"sub2",814
"N22740","s2","c617","p6216","kind19",1880,2017-02-01 13:16:16,-1,-1605,"sub2",978
"N22740","s2","c617","p6216","kind19",1880,2017-02-01 13:29:06,1,1605,"sub2",978
"N22714","s2","c3305","p191","kind19",1680,2017-02-03 21:16:19,1,1435,"sub2",874
"N22742","s2","c617","p6216","kind19",1880,2017-02-01 12:59:44,1,1605,"sub2",978
"N22700","s2","c192","p6405","kind19",1480,2017-02-26 21:40:36,1,1264,"sub2",770
"N22743","s2","c5348","p589","kind11",3250,2017-02-22 15:10:18,1,2438,"sub1",1670.83
"N22698","s2","c4482","p218","kind11",2550,2017-02-09 14:33:33,1,1606,"sub1",1310.96
"N22680","s2","c5334","p209","kind11",3550,2017-02-25 16:08:55,1,2663,"sub1",1893.93
"N22744","s2","c1451","p3251","kind11",2650,2017-02-22 20:15:05,1,2014,"sub1",1362.37
"N22745","s2","c5349","p3251","kind11",2350,2017-02-07 20:32:41,1,1786,"sub1",1208.14
"N22746","s2","c4482","p213","kind11",2350,2017-02-18 15:57:28,1,1511,"sub1",1253.73
"N22746","s2","c4482","p5171","kind11",2950,2017-02-18 15:49:35,1,1891,"sub1",1516.6
"N22747","s2","c2940","p1669","kind11",3250,2017-02-01 16:59:17,1,2470,"sub1",1670.83
"N22649","s2","c2940","p5171","kind11",2950,2017-02-05 17:01:49,1,1990,"sub1",1516.6
"N22748","s2","c2963","p6406","kind11",2050,2017-02-02 14:06:08,2,2870,"sub1",1053.91
"N22748","s2","c2963","p6406","kind11",2050,2017-02-02 14:25:34,1,1435,"sub1",1053.91
"N22702","s2","c2940","p208","kind10",3850,2017-02-10 15:00:00,1,2920,"sub1",1979.29
"N22749","s2","c4187","p589","kind11",3350,2017-02-24 15:13:14,1,2546,"sub1",1670.57
"N22582","s2","c5316","p212","kind11",2850,2017-02-06 14:16:53,1,1690,"sub1",1421.23
"N22744","s2","c1451","p589","kind11",3350,2017-02-22 20:26:00,1,2546,"sub1",1722.24
"N22750","s2","c2940","p208","kind10",3450,2017-02-11 20:41:22,1,2620,"sub1",1840.58
"N22751","s2","c2940","p2146","kind11",3650,2017-02-04 13:02:55,1,2366,"sub1",1820.17
"N22752","s2","c2940","p589","kind11",3350,2017-02-05 15:29:02,1,2546,"sub1",1670.57
"N22748","s2","c2963","p6406","kind11",2050,2017-02-02 14:08:23,1,1435,"sub1",1053.91
"N22748","s2","c2963","p6406","kind11",2050,2017-02-02 14:36:02,1,1435,"sub1",1053.91
"N22748","s2","c2963","p6406","kind11",2050,2017-02-02 14:25:33,1,1435,"sub1",1053.91
"N22748","s2","c2963","p6406","kind11",2050,2017-02-02 14:25:36,2,2870,"sub1",1053.91
"N22660","s2","c2940","p212","kind11",2850,2017-02-02 18:50:35,1,1796,"sub1",1421.23
"N22753","s2","c5350","p209","kind11",3650,2017-02-03 20:41:59,1,2770,"sub1",1947.28
"N22680","s2","c5334","p209","kind11",3650,2017-02-25 16:00:19,1,2738,"sub1",1947.28
"N22754","s2","c126","p212","kind11",2850,2017-02-26 20:57:06,1,1796,"sub1",1421.23
"N22739","s2","c2940","p213","kind11",3850,2017-02-27 18:43:10,1,2926,"sub1",1979.29
"N22755","s2","c5351","p212","kind11",1850,2017-02-14 20:03:52,1,1406,"sub1",986.98
"N22756","s2","c5351","p212","kind11",1750,2017-02-15 18:48:32,-1,-1130,"sub1",899.68
"N22755","s2","c5351","p212","kind11",1750,2017-02-14 20:15:18,1,1130,"sub1",899.68
"N22757","s2","c2940","p212","kind11",1750,2017-02-03 13:49:40,1,1330,"sub1",933.63
"N22758","s2","c2940","p212","kind11",1850,2017-02-08 14:05:35,1,1400,"sub1",997.15
"N22759","s2","c2940","p212","kind11",1850,2017-02-18 20:27:58,1,1400,"sub1",986.98
"N22756","s2","c5351","p212","kind11",1750,2017-02-15 18:59:58,1,1330,"sub1",933.63
"N22760","s2","c2782","p1183","kind11",2650,2017-02-14 13:22:23,1,2000,"sub1",1362.37
"N22761","s2","c4935","p212","kind11",1450,2017-02-18 17:45:06,1,941,"sub1",773.58
"N22677","s2","c4662","p212","kind11",1750,2017-02-03 19:06:31,1,1130,"sub1",899.68
"N22699","s2","c5337","p589","kind11",2750,2017-02-12 18:43:04,1,1797,"sub1",1371.36
"N22762","s2","c2940","p212","kind11",1850,2017-02-08 20:46:08,1,1400,"sub1",997.15
"N22763","s2","c2932","p1183","kind11",2850,2017-02-13 20:45:30,1,2165,"sub1",1465.19
"N22764","s2","c5352","p3251","kind11",2350,2017-02-01 17:15:25,1,1786,"sub1",1208.14
"N22717","s2","c2940","p3251","kind11",2650,2017-02-15 15:23:03,1,2014,"sub1",1413.78
"N22765","s2","c1894","p3251","kind11",2650,2017-02-28 14:38:24,1,1988,"sub1",1362.37
"N22766","s2","c2940","p1183","kind11",2850,2017-02-09 12:28:19,1,2166,"sub1",1465.19
"N22767","s2","c1997","p1183","kind11",2650,2017-02-18 19:15:42,1,2011,"sub1",1413.78
"N22765","s2","c1894","p589","kind11",2450,2017-02-28 14:27:46,1,1838,"sub1",1259.55
"N22669","s2","c175","p4437","kind16",750,2017-02-09 13:41:29,1,250,"sub3",367.5
"N22728","s2","c3325","p4438","kind16",4380,2017-02-20 20:44:36,1,2909,"sub2",2360.82
"N22768","s2","c5353","p3942","kind16",4380,2017-02-10 16:31:32,1,2909,"sub2",2360.82
"N22769","s2","c120","p6407","kind16",2780,2017-02-22 20:45:53,-1,-1946,"sub1",1362.2
"N22770","s2","c120","p6407","kind16",2780,2017-02-20 17:59:30,1,1946,"sub1",1362.2
"N22463","s2","c600","p5521","kind16",4180,2017-02-18 21:20:09,1,4180,"sub2",2253.02
"N22771","s2","c5354","p6408","kind16",1980,2017-02-10 17:26:46,1,1980,"sub4",970.2
"N22772","s2","c485","p4632","kind3",1480,2017-02-23 19:46:11,1,880,"sub4",675.12
"N22773","s2","c173","p5527","kind3",1080,2017-02-06 20:43:06,1,680,"sub4",492.76
"N22663","s2","c2940","p6409","kind3",2280,2017-02-27 22:08:19,1,1948,"sub4",1039.84
"N22769","s2","c120","p6337","kind3",1280,2017-02-22 21:00:55,1,806,"sub4",583.94
"N22515","s2","c3164","p6222","kind3",780,2017-02-28 16:05:56,1,589,"sub4",355.99
"N22709","s2","c2940","p4448","kind3",1480,2017-02-06 13:24:29,1,1122,"sub4",674.73
"N22706","s2","c3315","p6410","kind3",980,2017-02-23 16:20:37,1,735,"sub4",446.78
"N22774","s2","c4511","p6230","kind3",1580,2017-02-10 17:30:57,1,1185,"sub4",720.32
"N22775","s2","c5338","p5761","kind3",1480,2017-02-05 15:09:19,1,808,"sub4",675.12
"N22773","s2","c173","p6224","kind3",980,2017-02-06 20:40:10,1,617,"sub4",447.17
"N22774","s2","c4511","p5760","kind3",1080,2017-02-10 17:20:43,1,640,"sub4",545.14
"N22681","s2","c903","p5760","kind3",1080,2017-02-24 20:34:41,1,640,"sub4",545.14
"N22709","s2","c2940","p4446","kind3",980,2017-02-06 13:32:05,1,580,"sub4",447.17
"N22465","s2","c2940","p6224","kind3",980,2017-02-21 14:07:39,1,735,"sub4",447.17
"N22776","s2","c5355","p4448","kind3",1480,2017-02-11 21:25:08,1,880,"sub4",688.7
"N22777","s2","c2940","p6222","kind3",780,2017-02-25 21:10:11,1,585,"sub4",355.99
"N22778","s2","c5312","p5529","kind3",1480,2017-02-04 15:20:05,1,880,"sub4",675.12
"N22779","s2","c2959","p6000","kind3",1980,2017-02-09 20:28:13,1,1500,"sub4",903.07
"N22780","s2","c5316","p3176","kind3",780,2017-02-23 17:23:07,1,481,"sub4",355.6
"N22781","s2","c475","p6227","kind3",1380,2017-02-02 15:58:37,1,1045,"sub4",629.53
"N22656","s2","c5175","p6227","kind3",1380,2017-02-03 16:27:21,1,1045,"sub4",629.53
"N22706","s2","c3315","p6411","kind3",1980,2017-02-23 16:25:36,1,1499,"sub4",902.68
"N22782","s2","c2940","p6411","kind3",1980,2017-02-26 17:33:38,1,1500,"sub4",902.68
"N22783","s2","c2940","p5997","kind3",4380,2017-02-18 19:08:27,1,2620,"sub4",1997.23
"N22531","s2","c5302","p6412","kind3",1580,2017-02-28 20:56:09,1,1191,"sub4",720.32
"N22784","s2","c91","p5771","kind3",1980,2017-02-24 19:13:00,1,1180,"sub4",903.07
"N22785","s2","c4662","p5904","kind3",1980,2017-02-24 19:32:39,1,1180,"sub4",903.07
"N22786","s2","c5356","p5139","kind3",2280,2017-02-19 12:26:10,1,1710,"sub4",1039.45
"N22776","s2","c5355","p6413","kind3",1980,2017-02-11 21:29:43,1,1490,"sub4",903.07
"N22682","s2","c1627","p5768","kind3",1680,2017-02-08 19:49:17,1,1270,"sub4",766.3
"N22787","s2","c3351","p6412","kind3",1580,2017-02-07 22:02:28,1,1198,"sub4",720.32
"N22788","s2","c2940","p6414","kind3",1480,2017-02-04 16:40:46,1,1120,"sub4",675.12
"N22789","s2","c475","p6226","kind3",1180,2017-02-03 17:09:32,1,893,"sub4",538.35
"N22701","s2","c5338","p5531","kind3",1280,2017-02-05 14:56:05,1,782,"sub4",583.55
"N22728","s2","c3325","p6227","kind3",1380,2017-02-20 20:51:37,1,1035,"sub4",629.53
"N22790","s2","c2940","p6228","kind3",1980,2017-02-28 21:55:04,1,1502,"sub4",902.68
"N22788","s2","c2940","p6229","kind3",1580,2017-02-04 16:36:38,1,1190,"sub4",720.71
"N22720","s2","c4845","p4975","kind3",980,2017-02-22 14:50:00,1,646,"sub4",446.78
"N22466","s2","c2800","p6229","kind3",1580,2017-02-01 18:43:00,1,1195,"sub4",720.71
"N22734","s2","c5346","p5683","kind3",1580,2017-02-13 15:22:01,1,940,"sub4",797.34
"N22515","s2","c3164","p5766","kind3",1280,2017-02-28 15:53:55,1,760,"sub4",583.94
"N22791","s2","c5323","p5139","kind3",2280,2017-02-09 18:42:59,1,1730,"sub4",1039.45
"N22791","s2","c5323","p6228","kind3",1980,2017-02-09 18:46:14,1,1500,"sub4",902.68
"N22734","s2","c5346","p5683","kind3",1580,2017-02-13 15:11:38,1,940,"sub4",797.34
"N22785","s2","c4662","p5905","kind3",1580,2017-02-24 19:28:21,1,940,"sub4",720.71
"N22788","s2","c2940","p6275","kind3",1980,2017-02-04 16:21:34,1,1500,"sub4",903.07
"N22792","s2","c5357","p6228","kind3",1980,2017-02-03 20:38:15,1,1248,"sub4",902.68
"N22774","s2","c4511","p5766","kind3",1280,2017-02-10 17:43:12,1,760,"sub4",583.94
"N22677","s2","c4662","p5771","kind3",1980,2017-02-03 18:58:59,1,1180,"sub4",903.07
"N22728","s2","c3325","p5769","kind3",980,2017-02-20 20:50:44,1,646,"sub4",475.3
"N22790","s2","c2940","p5139","kind3",2280,2017-02-28 21:51:54,1,1730,"sub4",1039.45
"N22729","s2","c5343","p5997","kind3",4380,2017-02-10 20:35:08,1,2620,"sub4",1997.23
"N22683","s2","c3773","p5765","kind3",2680,2017-02-25 16:44:19,1,1600,"sub4",1222.2
"N22582","s2","c5316","p5904","kind3",1980,2017-02-06 14:29:21,1,1180,"sub4",903.07
"N22728","s2","c3325","p6000","kind3",1980,2017-02-20 21:01:25,1,1485,"sub4",903.07
"N22464","s2","c4611","p6230","kind3",1580,2017-02-11 16:01:37,1,995,"sub4",720.32
"N22793","s2","c2940","p6414","kind3",1480,2017-02-20 15:17:18,1,1122,"sub4",675.12
"N22787","s2","c3351","p6412","kind3",1580,2017-02-07 22:11:14,1,1198,"sub4",720.32
"N22711","s2","c4986","p2547","kind3",980,2017-02-19 21:32:30,1,646,"sub4",446.78
"N22769","s2","c120","p5144","kind3",1880,2017-02-22 21:05:32,1,1184,"sub4",857.09
"N22793","s2","c2940","p5904","kind3",1980,2017-02-20 15:31:53,1,1180,"sub4",903.07
"N22780","s2","c5316","p5531","kind3",1280,2017-02-23 17:16:44,1,790,"sub4",583.55
"N22706","s2","c3315","p5145","kind3",980,2017-02-23 16:13:52,1,646,"sub4",446.78
"N22680","s2","c5334","p5564","kind3",1980,2017-02-25 15:57:59,1,1180,"sub4",903.07
"N22778","s2","c5312","p5769","kind3",980,2017-02-04 15:11:52,1,646,"sub4",475.3
"N22794","s2","c25","p6414","kind3",1480,2017-02-05 14:42:59,1,1122,"sub4",675.12
"N22785","s2","c4662","p5996","kind3",1480,2017-02-24 19:21:20,1,880,"sub4",746.9
"N22775","s2","c5338","p6231","kind3",1980,2017-02-05 15:19:46,1,1452,"sub4",903.07
"N22470","s2","c247","p6415","kind3",2780,2017-02-16 14:26:53,1,1844,"sub4",1267.4
"N22795","s2","c4318","p6134","kind3",2480,2017-02-14 15:27:19,1,1882,"sub4",1131.02
"N22789","s2","c475","p6226","kind3",1180,2017-02-03 17:15:04,1,893,"sub4",538.35
"N22684","s2","c2940","p5530","kind3",980,2017-02-28 20:42:16,1,739,"sub4",447.17
"N22709","s2","c2940","p5532","kind3",1980,2017-02-06 13:20:25,1,1180,"sub4",903.07
"N22697","s2","c5336","p3176","kind3",780,2017-02-01 20:59:09,1,590,"sub4",355.99
"N22788","s2","c2940","p6414","kind3",1480,2017-02-04 16:46:29,1,1120,"sub4",675.12
"N22796","s2","c3560","p6000","kind3",1980,2017-02-24 12:56:11,1,1500,"sub4",903.07
"N22797","s2","c2940","p6228","kind3",1980,2017-02-23 21:52:04,1,1500,"sub4",902.68
"N22784","s2","c91","p6233","kind3",780,2017-02-24 19:15:41,1,585,"sub4",355.99
"N22685","s2","c5335","p6413","kind3",1980,2017-02-01 16:33:59,1,1485,"sub4",903.07
"N22784","s2","c91","p6233","kind3",780,2017-02-24 19:01:21,1,585,"sub4",355.99
"N22792","s2","c5357","p5139","kind3",2280,2017-02-03 20:46:36,1,1437,"sub4",1039.45
"N22690","s2","c3549","p5684","kind3",1980,2017-02-07 19:26:09,1,1180,"sub4",999.1
"N22690","s2","c3549","p5684","kind3",1980,2017-02-07 19:43:53,1,1180,"sub4",999.1
"N22582","s2","c5316","p2547","kind3",980,2017-02-06 14:17:14,1,646,"sub4",446.78
"N22678","s2","c5333","p5996","kind3",1480,2017-02-11 20:51:10,1,880,"sub4",746.9
"N22695","s2","c2940","p5534","kind3",3280,2017-02-22 19:10:13,1,2800,"sub4",1495.35
"N22733","s2","c3444","p6416","kind3",3280,2017-02-01 21:04:29,1,2490,"sub2",1654.82
"N22798","s2","c5358","p6238","kind3",1980,2017-02-18 21:29:58,1,1692,"sub2",999.1
"N22799","s2","c3447","p6237","kind3",1980,2017-02-06 21:35:08,1,1500,"sub2",999.1
"N22677","s2","c4662","p6237","kind3",1980,2017-02-03 19:06:51,-1,-1580,"sub2",999.1
"N22677","s2","c4662","p6237","kind3",1980,2017-02-03 19:15:32,1,1500,"sub2",999.1
"N22800","s2","c1672","p4104","kind3",980,2017-02-19 14:04:45,1,617,"sub4",447.17
"N22801","s2","c91","p4104","kind3",980,2017-02-19 17:02:26,1,740,"sub4",447.17
"N22598","s2","c5286","p6417","kind3",1280,2017-02-23 18:31:23,1,846,"sub4",583.94
"N22802","s2","c3785","p6002","kind3",3280,2017-02-01 15:12:46,1,1960,"sub4",1495.74
"N22784","s2","c91","p2428","kind3",880,2017-02-24 19:04:25,1,580,"sub4",401.58
"N22706","s2","c3315","p6418","kind3",1280,2017-02-23 16:17:14,1,960,"sub4",645.63
"N22790","s2","c2940","p6419","kind3",2280,2017-02-28 22:09:13,1,1360,"sub2",917.62
"N22734","s2","c5346","p6420","kind3",1380,2017-02-13 15:30:41,1,1045,"sub4",629.53
"N22484","s2","c2940","p4262","kind3",980,2017-02-22 21:14:46,1,646,"sub4",447.17
"N22598","s2","c5286","p4100","kind3",1280,2017-02-23 18:49:35,1,760,"sub4",583.94
"N22803","s2","c2940","p6421","kind3",2380,2017-02-23 13:55:19,1,1578,"sub2",1200.47
"N22692","s2","c127","p6422","kind3",1380,2017-02-10 17:55:56,1,1045,"sub2",696.46
"N22678","s2","c5333","p4102","kind3",2780,2017-02-11 20:51:25,1,1660,"sub4",1267.79
"N22708","s2","c4982","p4493","kind3",1180,2017-02-11 20:41:44,1,644,"sub4",538.35
"N22470","s2","c247","p2428","kind3",1080,2017-02-16 14:25:02,1,640,"sub4",492.76
"N22466","s2","c2800","p629","kind3",880,2017-02-01 18:52:37,1,665,"sub4",397.7
"N22796","s2","c3560","p6241","kind3",2780,2017-02-24 12:39:03,1,2110,"sub4",1270.7
"N22471","s2","c5286","p6417","kind3",1280,2017-02-13 18:47:53,1,846,"sub4",583.94
"N22460","s2","c5283","p4792","kind3",1380,2017-02-11 13:32:52,1,1040,"sub4",629.53
"N22711","s2","c4986","p4104","kind3",980,2017-02-19 21:21:11,1,741,"sub4",447.17
"N22783","s2","c2940","p6243","kind3",3580,2017-02-18 19:30:00,1,3060,"sub2",1806.14
"N22804","s2","c2940","p6242","kind3",3080,2017-02-06 21:21:51,1,2630,"sub2",1553.94
"N22804","s2","c2940","p6242","kind3",3080,2017-02-06 21:25:17,1,2630,"sub2",1553.94
"N22805","s2","c399","p6243","kind3",3580,2017-02-26 15:03:56,1,3060,"sub2",1806.14
"N22729","s2","c5343","p6243","kind3",3580,2017-02-10 20:42:51,1,3060,"sub2",1806.14
"N22806","s2","c894","p1219","kind3",2580,2017-02-25 20:58:19,1,1958,"sub2",1301.35
"N22706","s2","c3315","p2879","kind3",1680,2017-02-23 16:13:17,1,1000,"sub4",766.3
"N22684","s2","c2940","p4493","kind3",980,2017-02-28 21:06:50,1,646,"sub4",446.78
"N22747","s2","c2940","p4100","kind3",1280,2017-02-01 16:56:00,1,760,"sub4",583.94
"N22704","s2","c5339","p5538","kind3",3280,2017-02-03 17:17:27,1,2800,"sub2",1654.43
"N22778","s2","c5312","p2871","kind3",980,2017-02-04 15:33:12,1,646,"sub4",447.17
"N22747","s2","c2940","p4100","kind3",1280,2017-02-01 16:56:39,1,760,"sub4",583.94
"N22499","s2","c5294","p2428","kind3",880,2017-02-13 16:25:53,1,580,"sub4",401.58
"N22480","s2","c201","p2882","kind21",20,2017-02-18 18:37:42,1,20,"sub1",3.76
"N22714","s2","c3305","p4984","kind36",590,2017-02-03 21:29:31,3,447,"sub2",101.85
"N22768","s2","c5353","p6423","kind24",350,2017-02-10 16:27:49,1,266,"sub3",0
"N22798","s2","c5358","p4804","kind36",990,2017-02-18 21:16:39,1,199,"sub2",207.58
"N22531","s2","c5302","p4645","kind36",990,2017-02-28 21:13:00,1,219,"sub2",221.16
"N22791","s2","c5323","p731","kind44",150,2017-02-09 19:11:04,1,120,"sub6",65
"N22807","s2","c173","p731","kind44",150,2017-02-22 21:29:52,1,95,"sub6",65
"N22697","s2","c5336","p4651","kind3",1180,2017-02-01 20:52:54,1,670,"sub3",572.3
"N22791","s2","c5323","p231","kind44",200,2017-02-09 18:55:56,1,150,"sub6",85
"N22808","s2","c120","p231","kind44",200,2017-02-09 15:21:53,2,252,"sub6",85
"N22809","s2","c113","p731","kind44",150,2017-02-22 15:12:34,1,120,"sub6",65
"N22810","s2","c2940","p5314","kind24",750,2017-02-15 19:26:15,1,563,"sub3",400.13
"N22768","s2","c5353","p3263","kind24",720,2017-02-10 16:21:47,1,580,"sub3",367.63
"N22641","s2","c600","p739","kind24",250,2017-02-27 17:09:52,1,160,"sub3",77.6
"N22811","s2","c2940","p5314","kind24",750,2017-02-03 21:19:29,1,570,"sub3",400.13
"N22812","s2","c1228","p654","kind41",380,2017-02-25 20:27:28,2,570,"sub3",184.3
"N22813","s2","c5359","p2657","kind41",480,2017-02-16 21:24:39,1,360,"sub3",232.8
"N22711","s2","c4986","p1753","kind41",580,2017-02-19 21:15:10,1,399,"sub3",281.3
"N22767","s2","c1997","p1753","kind41",580,2017-02-18 19:44:17,1,399,"sub3",281.3
"N22814","s2","c5359","p2657","kind41",480,2017-02-21 20:55:41,1,361,"sub3",232.8
"N22641","s2","c600","p1908","kind41",580,2017-02-27 16:58:10,1,399,"sub3",281.3
"N22696","s2","c1700","p6136","kind12",0,2017-02-08 15:20:54,3,0,"sub5",0
"N22775","s2","c5338","p6137","kind12",0,2017-02-05 14:59:24,1,0,"sub5",0
"N22688","s2","c2940","p6136","kind12",0,2017-02-01 15:28:15,3,0,"sub5",0
"N22530","s2","c4341","p6136","kind12",0,2017-02-01 13:58:29,3,0,"sub5",0
"N22747","s2","c2940","p6136","kind12",0,2017-02-01 16:50:50,3,0,"sub5",0
"N22582","s2","c5316","p6136","kind12",0,2017-02-06 14:30:02,6,0,"sub5",0
"N22804","s2","c2940","p6136","kind12",0,2017-02-06 21:14:42,6,0,"sub5",0
"N22649","s2","c2940","p6136","kind12",0,2017-02-05 17:33:41,6,0,"sub5",0
"N22500","s2","c3967","p6136","kind12",0,2017-02-05 20:13:56,6,0,"sub5",0
"N22788","s2","c2940","p6136","kind12",0,2017-02-04 16:19:14,3,0,"sub5",0
"N22677","s2","c4662","p6136","kind12",0,2017-02-03 19:12:27,3,0,"sub5",0
"N22660","s2","c2940","p6136","kind12",0,2017-02-02 19:09:03,3,0,"sub5",0
"N22714","s2","c3305","p6136","kind12",0,2017-02-03 21:40:34,3,0,"sub5",0
"N22714","s2","c3305","p6136","kind12",0,2017-02-03 21:36:00,6,0,"sub5",0
"N22729","s2","c5343","p6136","kind12",0,2017-02-10 20:16:58,6,0,"sub5",0
"N22740","s2","c617","p6136","kind12",0,2017-02-01 13:31:38,6,0,"sub5",0
"N22548","s2","c3368","p6136","kind12",0,2017-02-08 12:51:05,3,0,"sub5",0
"N22444","s2","c600","p6244","kind12",0,2017-02-05 15:12:04,1,0,"sub1",0
"N22560","s2","c2194","p6244","kind12",0,2017-02-05 20:20:47,2,0,"sub1",0
"N22485","s2","c475","p6244","kind12",0,2017-02-02 16:13:30,1,0,"sub1",0
"N22437","s2","c5276","p6244","kind12",0,2017-02-03 20:58:24,1,0,"sub1",0
"N22444","s2","c600","p6244","kind12",0,2017-02-05 15:24:11,1,0,"sub1",0
"N22489","s2","c617","p6244","kind12",0,2017-02-01 12:30:34,1,0,"sub1",0
"N22456","s2","c600","p6244","kind12",0,2017-02-04 21:29:23,1,0,"sub1",0
"N22451","s2","c4934","p6244","kind12",0,2017-02-06 20:37:14,1,0,"sub1",0
"N22481","s2","c5291","p6244","kind12",0,2017-02-05 20:08:08,1,0,"sub1",0
"N22445","s2","c5278","p6244","kind12",0,2017-02-01 13:09:49,4,0,"sub1",0
"N22446","s2","c2527","p6244","kind12",0,2017-02-07 16:07:53,1,0,"sub1",0
"N22505","s2","c5295","p6244","kind12",0,2017-02-11 16:46:53,1,0,"sub1",0
"N22492","s2","c2182","p6244","kind12",0,2017-02-07 21:53:53,1,0,"sub1",0
"N22433","s2","c1963","p6244","kind12",0,2017-02-10 14:42:36,1,0,"sub1",0
"N22811","s2","c2940","p660","kind12",0,2017-02-03 21:07:32,1,0,"sub1",0
"N22582","s2","c5316","p6245","kind12",0,2017-02-06 14:43:30,2,0,"sub1",0
"N22704","s2","c5339","p6245","kind12",0,2017-02-03 17:18:06,1,0,"sub1",0
"N22706","s2","c3315","p5248","kind12",0,2017-02-23 16:23:29,1,0,"sub1",0
"N22678","s2","c5333","p6245","kind12",0,2017-02-11 20:50:30,2,0,"sub1",0
"N22709","s2","c2940","p6245","kind12",0,2017-02-06 13:38:50,2,0,"sub1",0
"N22788","s2","c2940","p6245","kind12",0,2017-02-04 16:45:32,1,0,"sub1",0
"N22677","s2","c4662","p6245","kind12",0,2017-02-03 19:04:33,1,0,"sub1",0
"N22804","s2","c2940","p6245","kind12",0,2017-02-06 20:57:51,2,0,"sub1",0
"N22685","s2","c5335","p6245","kind12",0,2017-02-01 16:16:53,1,0,"sub1",0
"N22688","s2","c2940","p6245","kind12",0,2017-02-01 15:36:24,1,0,"sub1",0
"N22680","s2","c5334","p4291","kind12",0,2017-02-25 16:01:42,1,0,"sub1",0
"N22791","s2","c5323","p6245","kind12",0,2017-02-09 18:56:57,2,0,"sub1",0
"N22729","s2","c5343","p6245","kind12",0,2017-02-10 20:24:54,1,0,"sub1",0
"N22680","s2","c5334","p6424","kind12",0,2017-02-25 16:01:48,1,0,"sub1",0
"N22568","s2","c5228","p667","kind12",0,2017-02-16 21:17:45,1,0,"sub1",0
"N22594","s2","c5306","p667","kind12",0,2017-02-19 16:03:26,1,0,"sub1",0
"N22450","s2","c2764","p1591","kind12",0,2017-02-05 18:55:17,1,0,"sub1",0
"N22804","s2","c2940","p6139","kind12",0,2017-02-06 20:57:41,1,0,"sub5",0
"N22714","s2","c3305","p6138","kind12",0,2017-02-03 21:49:33,1,0,"sub5",0
"N22714","s2","c3305","p6139","kind12",0,2017-02-03 21:17:58,1,0,"sub5",0
"N22582","s2","c5316","p6138","kind12",0,2017-02-06 14:12:43,1,0,"sub5",0
"N22649","s2","c2940","p6141","kind12",0,2017-02-05 17:22:23,1,0,"sub5",0
"N22740","s2","c617","p6138","kind12",0,2017-02-01 13:31:40,1,0,"sub5",0
"N22582","s2","c5316","p6140","kind12",0,2017-02-06 14:24:30,1,0,"sub5",0
"N22714","s2","c3305","p6140","kind12",0,2017-02-03 21:30:23,1,0,"sub5",0
"N22649","s2","c2940","p6140","kind12",0,2017-02-05 17:02:00,1,0,"sub5",0
"N22804","s2","c2940","p6140","kind12",0,2017-02-06 21:13:12,1,0,"sub5",0
